name,strand,chr,intersections
YPR134W,+,chrXVI,43
YPR135W,+,chrXVI,252
YPR137W,+,chrXVI,405
YPR136C,-,chrXVI,14
YPR137C-B,-,chrXVI,68289
YPR137C-B,-,chrXVI,19499
YPR137C-A,-,chrXVI,19509
YPR138C,-,chrXVI,132
YPR139C,-,chrXVI,227
YPR140W,+,chrXVI,319
YPR141C,-,chrXVI,262
YPR143W,+,chrXVI,1652
YPR142C,-,chrXVI,24
YPR144C,-,chrXVI,287
YPR145W,+,chrXVI,2866
YPR145C-A,-,chrXVI,224
YPR146C,-,chrXVI,110
YPR147C,-,chrXVI,97
YPR148C,-,chrXVI,958
YPR149W,+,chrXVI,2074
YPR150W,+,chrXVI,23
YPR151C,-,chrXVI,180
YPR152C,-,chrXVI,69
YPR153W,+,chrXVI,12
YPR153W,+,chrXVI,21
YPR154W,+,chrXVI,87
YPR155C,-,chrXVI,272
YPR156C,-,chrXVI,238
YPR157W,+,chrXVI,18
YPR158W,+,chrXVI,322
YPR158W-A,+,chrXVI,21511
YPR158W-B,+,chrXVI,21501
YPR158W-B,+,chrXVI,56583
YPR158C-D,-,chrXVI,58245
YPR158C-D,-,chrXVI,21397
YPR158C-C,-,chrXVI,21409
YPR159W,+,chrXVI,114
YPR159C-A,-,chrXVI,21
YPR160W,+,chrXVI,36
YPR160W-A,+,chrXVI,2
YPR160C-A,-,chrXVI,14
YPR161C,-,chrXVI,393
YPR162C,-,chrXVI,255
YPR163C,-,chrXVI,2261
YPR164W,+,chrXVI,897
YPR165W,+,chrXVI,1839
YPR166C,-,chrXVI,119
YPR167C,-,chrXVI,117
YPR168W,+,chrXVI,246
YPR169W,+,chrXVI,973
YPR169W-A,+,chrXVI,161
YPR170W-B,+,chrXVI,141
YPR170W-B,+,chrXVI,154
YPR170C,-,chrXVI,8
YPR170W-A,+,chrXVI,158
YPR171W,+,chrXVI,238
YPR172W,+,chrXVI,31
YPR173C,-,chrXVI,778
YPR174C,-,chrXVI,180
YPR175W,+,chrXVI,181
YPR176C,-,chrXVI,103
YPR178W,+,chrXVI,84
YPR177C,-,chrXVI,2
YPR179C,-,chrXVI,242
YPR180W,+,chrXVI,314
YPR181C,-,chrXVI,247
YPR182W,+,chrXVI,163
YPR183W,+,chrXVI,668
YPR184W,+,chrXVI,53
YPR185W,+,chrXVI,271
YPR186C,-,chrXVI,70
YPR187W,+,chrXVI,339
YPR187W,+,chrXVI,1038
YPR188C,-,chrXVI,208
YPR189W,+,chrXVI,390
YPR190C,-,chrXVI,295
YPR191W,+,chrXVI,1151
YPR192W,+,chrXVI,17
YPR193C,-,chrXVI,63
YPR194C,-,chrXVI,57
YPR195C,-,chrXVI,39
YPR196W,+,chrXVI,25
YPR198W,+,chrXVI,177
YPR197C,-,chrXVI,29
YPR199C,-,chrXVI,113
YPR200C,-,chrXVI,40
YPR201W,+,chrXVI,11
YPR202W,+,chrXVI,112
YPR202W,+,chrXVI,95
YPR203W,+,chrXVI,52
YPR204W,+,chrXVI,1407
YPR204C-A,-,chrXVI,30
YBL113W-A,+,chrII,7
YBL113C,-,chrII,1195
YBL112C,-,chrII,324
YBL111C,-,chrII,371
YBL111C,-,chrII,88
YBL109W,+,chrII,19
YBL108C-A,-,chrII,11
YBL108W,+,chrII,4
YBL107W-A,+,chrII,2258
YBL107C,-,chrII,171
YBL106C,-,chrII,38
YBL105C,-,chrII,276
YBL104C,-,chrII,156
YBL103C,-,chrII,239
YBL102W,+,chrII,277
YBL101C,-,chrII,98
YBL100W-C,+,chrII,9
YBL100W-A,+,chrII,1452
YBL100W-B,+,chrII,1399
YBL100W-B,+,chrII,9466
YBL099W,+,chrII,3207
YBL100C,-,chrII,19
YBL098W,+,chrII,40
YBL097W,+,chrII,230
YBL095W,+,chrII,86
YBL096C,-,chrII,293233
YBL094C,-,chrII,86
YBL093C,-,chrII,224
YBL092W,+,chrII,3855
YBL091C-A,-,chrII,23
YBL091C-A,-,chrII,41
YBL091C,-,chrII,765
YBL090W,+,chrII,111
YBL089W,+,chrII,82
YBL088C,-,chrII,191
YBL087C,-,chrII,2307
YBL087C,-,chrII,6
YBL086C,-,chrII,76
YBL085W,+,chrII,583
YBL084C,-,chrII,71
YBL083C,-,chrII,54
YBL082C,-,chrII,59
YBL081W,+,chrII,134
YBL080C,-,chrII,106
YBL079W,+,chrII,454
YBL078C,-,chrII,190
YBL077W,+,chrII,10
YBL076C,-,chrII,2443
YBL075C,-,chrII,120
YBL073W,+,chrII,66
YBL074C,-,chrII,36
YBL072C,-,chrII,6614
YBL071C-B,-,chrII,51
YBL071W-A,+,chrII,61
YBL071C,-,chrII,3
YBL069W,+,chrII,107
YBL070C,-,chrII,1
YBL068W-A,+,chrII,87
YBL068W,+,chrII,262
YBL067C,-,chrII,251
YBL065W,+,chrII,5
YBL066C,-,chrII,132
YBL064C,-,chrII,94
YBL063W,+,chrII,142
YBL062W,+,chrII,26
YBL061C,-,chrII,532
YBL060W,+,chrII,69
YBL059C-A,-,chrII,228
YBL059C-A,-,chrII,144
YBL059W,+,chrII,79
YBL059W,+,chrII,172
YBL058W,+,chrII,441
YBL057C,-,chrII,229
YBL056W,+,chrII,6374
YBL055C,-,chrII,128
YBL054W,+,chrII,288
YBL053W,+,chrII,157
YBL052C,-,chrII,438
YBL051C,-,chrII,414
YBL050W,+,chrII,19
YBL050W,+,chrII,263
YBL049W,+,chrII,10
YBL048W,+,chrII,14
YBL047C,-,chrII,670
YBL046W,+,chrII,126
YBL045C,-,chrII,1049
YBL044W,+,chrII,15
YBL043W,+,chrII,1641
YBL042C,-,chrII,1107
YBL041W,+,chrII,537
YBL040C,-,chrII,672
YBL040C,-,chrII,14
YBL039W-B,+,chrII,124
YBL039C-A,-,chrII,744
YBL039C,-,chrII,933
YBL038W,+,chrII,332
YBL037W,+,chrII,128
YBL036C,-,chrII,186
YBL035C,-,chrII,227
YBL034C,-,chrII,273
YBL033C,-,chrII,260
YBL032W,+,chrII,272
YBL031W,+,chrII,36
YBL030C,-,chrII,1030
YBL029C-A,-,chrII,204
YBL029W,+,chrII,88
YBL028C,-,chrII,1254
YBL027W,+,chrII,19
YBL027W,+,chrII,8621
YBL026W,+,chrII,104
YBL026W,+,chrII,341
YBL025W,+,chrII,32
YBL024W,+,chrII,1323
YBL023C,-,chrII,1005
YBL022C,-,chrII,403
YBL021C,-,chrII,72
YBL020W,+,chrII,166
YBL019W,+,chrII,40
YBL018C,-,chrII,106
YBL018C,-,chrII,18
YBL017C,-,chrII,477
YBL016W,+,chrII,301
YBL015W,+,chrII,221
YBL014C,-,chrII,185
YBL013W,+,chrII,35
YBL011W,+,chrII,351
YBL012C,-,chrII,3
YBL010C,-,chrII,105
YBL009W,+,chrII,186
YBL008W-A,+,chrII,49
YBL008W,+,chrII,90
YBL007C,-,chrII,679
YBL006W-A,+,chrII,1
YBL006C,-,chrII,229
YBL005W,+,chrII,123
YBL005W-A,+,chrII,8010
YBL005W-B,+,chrII,7995
YBL005W-B,+,chrII,50270
YBL004W,+,chrII,1427
YBL003C,-,chrII,1966
YBL002W,+,chrII,1155
YBL001C,-,chrII,486
YBR001C,-,chrII,77
YBR002C,-,chrII,182
YBR003W,+,chrII,97
YBR004C,-,chrII,233
YBR005W,+,chrII,159
YBR006W,+,chrII,33
YBR007C,-,chrII,328
YBR008C,-,chrII,479
YBR009C,-,chrII,1907
YBR010W,+,chrII,1513
YBR011C,-,chrII,1532
YBR012C,-,chrII,27
YBR012W-A,+,chrII,19558
YBR012W-B,+,chrII,19543
YBR012W-B,+,chrII,54773
YBR013C,-,chrII,196
YBR014C,-,chrII,204
YBR015C,-,chrII,332
YBR016W,+,chrII,624
YBR017C,-,chrII,395
YBR018C,-,chrII,211
YBR019C,-,chrII,31
YBR020W,+,chrII,22
YBR021W,+,chrII,135
YBR022W,+,chrII,79
YBR023C,-,chrII,351
YBR024W,+,chrII,169
YBR025C,-,chrII,3962
YBR026C,-,chrII,171
YBR027C,-,chrII,40
YBR028C,-,chrII,68
YBR029C,-,chrII,2054
YBR030W,+,chrII,507
YBR031W,+,chrII,1967
YBR032W,+,chrII,10
YBR033W,+,chrII,56
YBR034C,-,chrII,1007
YBR035C,-,chrII,315
YBR036C,-,chrII,137
YBR037C,-,chrII,42
YBR038W,+,chrII,204
YBR039W,+,chrII,659
YBR040W,+,chrII,5255
YBR041W,+,chrII,96
YBR042C,-,chrII,60
YBR043C,-,chrII,186
YBR044C,-,chrII,66
YBR045C,-,chrII,42
YBR046C,-,chrII,72
YBR047W,+,chrII,29
YBR048W,+,chrII,34
YBR048W,+,chrII,2088
YBR049C,-,chrII,646
YBR051W,+,chrII,29
YBR050C,-,chrII,50
YBR052C,-,chrII,468
YBR053C,-,chrII,324
YBR054W,+,chrII,159
YBR055C,-,chrII,225
YBR056W,+,chrII,122
YBR056W-A,+,chrII,297
YBR056C-B,-,chrII,5
YBR057C,-,chrII,177
YBR058C,-,chrII,253
YBR058C-A,-,chrII,566
YBR059C,-,chrII,371
YBR060C,-,chrII,191
YBR061C,-,chrII,139
YBR062C,-,chrII,113
YBR062C,-,chrII,36
YBR064W,+,chrII,2
YBR063C,-,chrII,81
YBR065C,-,chrII,166
YBR066C,-,chrII,330
YBR067C,-,chrII,121
YBR068C,-,chrII,1195
YBR069C,-,chrII,688
YBR070C,-,chrII,93
YBR071W,+,chrII,423
YBR072W,+,chrII,51
YBR072C-A,-,chrII,52
YBR073W,+,chrII,1636
YBR074W,+,chrII,1269
YBR076W,+,chrII,62
YBR076C-A,-,chrII,182
YBR077C,-,chrII,97
YBR078W,+,chrII,162
YBR078W,+,chrII,1743
YBR079C,-,chrII,2283
YBR080C,-,chrII,244
YBR081C,-,chrII,557
YBR082C,-,chrII,737
YBR082C,-,chrII,223
YBR083W,+,chrII,363
YBR084W,+,chrII,1227
YBR084C-A,-,chrII,8064
YBR084C-A,-,chrII,11
YBR085W,+,chrII,12
YBR085C-A,-,chrII,624
YBR086C,-,chrII,474
YBR087W,+,chrII,249
YBR089W,+,chrII,10
YBR088C,-,chrII,341
YBR089C-A,-,chrII,327
YBR090C,-,chrII,329
YBR090C,-,chrII,127
YBR091C,-,chrII,155
YBR092C,-,chrII,253
YBR093C,-,chrII,44
YBR094W,+,chrII,247
YBR095C,-,chrII,258
YBR096W,+,chrII,83
YBR097W,+,chrII,101
YBR098W,+,chrII,77
YBR099C,-,chrII,24
YBR101C,-,chrII,1543
YBR102C,-,chrII,165
YBR103W,+,chrII,211
YBR103C-A,-,chrII,6
YBR104W,+,chrII,175
YBR105C,-,chrII,160
YBR106W,+,chrII,780
YBR107C,-,chrII,49
YBR108W,+,chrII,125
YBR109C,-,chrII,1288
YBR109W-A,+,chrII,41
YBR110W,+,chrII,181
YBR111C,-,chrII,291
YBR111W-A,+,chrII,18
YBR111W-A,+,chrII,36
YBR111W-A,+,chrII,35
YBR113W,+,chrII,18
YBR112C,-,chrII,822
YBR114W,+,chrII,225
YBR115C,-,chrII,411
YBR116C,-,chrII,12
YBR117C,-,chrII,31
YBR118W,+,chrII,10867
YBR119W,+,chrII,151
YBR119W,+,chrII,100
YBR120C,-,chrII,268
YBR121C-A,-,chrII,235
YBR121C,-,chrII,4043
YBR122C,-,chrII,489
YBR124W,+,chrII,44
YBR123C,-,chrII,186
YBR125C,-,chrII,111
YBR126C,-,chrII,164
YBR126W-A,+,chrII,461
YBR126W-B,+,chrII,461
YBR127C,-,chrII,5238
YBR128C,-,chrII,70
YBR129C,-,chrII,138
YBR130C,-,chrII,382
YBR131W,+,chrII,1820
YBR131C-A,-,chrII,3
YBR132C,-,chrII,89
YBR134W,+,chrII,15
YBR133C,-,chrII,122
YBR135W,+,chrII,292
YBR136W,+,chrII,175
YBR137W,+,chrII,176
YBR138C,-,chrII,103
YBR139W,+,chrII,121
YBR140C,-,chrII,379
YBR141W-A,+,chrII,1
YBR141C,-,chrII,76
YBR142W,+,chrII,870
YBR143C,-,chrII,1764
YBR144C,-,chrII,8
YBR145W,+,chrII,290
YBR146W,+,chrII,227
YBR147W,+,chrII,44
YBR148W,+,chrII,129
YBR149W,+,chrII,203
YBR150C,-,chrII,148
YBR151W,+,chrII,212
YBR152W,+,chrII,187
YBR153W,+,chrII,39
YBR154C,-,chrII,1932
YBR155W,+,chrII,458
YBR156C,-,chrII,239
YBR157C,-,chrII,97
YBR158W,+,chrII,331
YBR159W,+,chrII,220
YBR160W,+,chrII,6402
YBR161W,+,chrII,82
YBR162C,-,chrII,2093
YBR162W-A,+,chrII,3837
YBR163W,+,chrII,59
YBR164C,-,chrII,967
YBR165W,+,chrII,152
YBR166C,-,chrII,159
YBR167C,-,chrII,124
YBR168W,+,chrII,51
YBR169C,-,chrII,198
YBR170C,-,chrII,201
YBR171W,+,chrII,382
YBR172C,-,chrII,1072
YBR173C,-,chrII,208
YBR175W,+,chrII,42
YBR174C,-,chrII,10
YBR176W,+,chrII,58
YBR178W,+,chrII,38
YBR177C,-,chrII,480
YBR179C,-,chrII,242
YBR180W,+,chrII,19
YBR181C,-,chrII,5718
YBR181C,-,chrII,42
YBR182C,-,chrII,158
YBR182C-A,-,chrII,7
YBR183W,+,chrII,125
YBR184W,+,chrII,30
YBR185C,-,chrII,117
YBR186W,+,chrII,13
YBR186W,+,chrII,2
YBR187W,+,chrII,171
YBR188C,-,chrII,154
YBR189W,+,chrII,30
YBR189W,+,chrII,3690
YBR190W,+,chrII,92
YBR191W,+,chrII,82
YBR191W,+,chrII,2554
YBR191W-A,+,chrII,405
YBR192W,+,chrII,141
YBR193C,-,chrII,140
YBR194W,+,chrII,82
YBR195C,-,chrII,60
YBR196C,-,chrII,1038
YBR196C-A,-,chrII,128
YBR196C-B,-,chrII,8
YBR197C,-,chrII,36
YBR198C,-,chrII,298
YBR199W,+,chrII,284
YBR200W,+,chrII,131
YBR200W-A,+,chrII,19
YBR201W,+,chrII,84
YBR201C-A,-,chrII,22
YBR202W,+,chrII,156
YBR203W,+,chrII,340
YBR204C,-,chrII,49
YBR205W,+,chrII,354
YBR206W,+,chrII,231
YBR207W,+,chrII,214
YBR208C,-,chrII,225
YBR209W,+,chrII,13
YBR210W,+,chrII,251
YBR211C,-,chrII,70
YBR212W,+,chrII,260
YBR213W,+,chrII,66
YBR214W,+,chrII,101
YBR215W,+,chrII,93
YBR215W,+,chrII,427
YBR216C,-,chrII,72
YBR217W,+,chrII,97
YBR218C,-,chrII,703
YBR219C,-,chrII,128
YBR219C,-,chrII,69
YBR220C,-,chrII,84
YBR221C,-,chrII,629
YBR221W-A,+,chrII,4
YBR222C,-,chrII,219
YBR223W-A,+,chrII,0
YBR224W,+,chrII,63
YBR223C,-,chrII,24
YBR225W,+,chrII,162
YBR226C,-,chrII,85
YBR227C,-,chrII,197
YBR228W,+,chrII,27
YBR229C,-,chrII,186
YBR230C,-,chrII,335
YBR230C,-,chrII,20
YBR230W-A,+,chrII,193
YBR231C,-,chrII,85
YBR233W,+,chrII,147
YBR232C,-,chrII,45
YBR233W-A,+,chrII,73
YBR234C,-,chrII,80
YBR235W,+,chrII,65
YBR236C,-,chrII,322
YBR237W,+,chrII,287
YBR238C,-,chrII,154
YBR239C,-,chrII,109
YBR240C,-,chrII,156
YBR241C,-,chrII,24
YBR242W,+,chrII,431
YBR243C,-,chrII,140
YBR244W,+,chrII,319
YBR245C,-,chrII,889
YBR246W,+,chrII,81
YBR247C,-,chrII,539
YBR248C,-,chrII,436
YBR249C,-,chrII,1468
YBR250W,+,chrII,15
YBR251W,+,chrII,140
YBR252W,+,chrII,328
YBR253W,+,chrII,365
YBR254C,-,chrII,48
YBR255W,+,chrII,153
YBR255C-A,-,chrII,160
YBR255C-A,-,chrII,69
YBR256C,-,chrII,306
YBR257W,+,chrII,249
YBR258C,-,chrII,98
YBR259W,+,chrII,52
YBR260C,-,chrII,226
YBR261C,-,chrII,139
YBR262C,-,chrII,175
YBR263W,+,chrII,253
YBR264C,-,chrII,143
YBR265W,+,chrII,179
YBR267W,+,chrII,512
YBR266C,-,chrII,4
YBR268W,+,chrII,424
YBR269C,-,chrII,50
YBR270C,-,chrII,29
YBR271W,+,chrII,105
YBR272C,-,chrII,95
YBR273C,-,chrII,175
YBR274W,+,chrII,275
YBR275C,-,chrII,289
YBR276C,-,chrII,153
YBR278W,+,chrII,180
YBR277C,-,chrII,11
YBR279W,+,chrII,1102
YBR280C,-,chrII,22
YBR281C,-,chrII,129
YBR282W,+,chrII,142
YBR283C,-,chrII,1435
YBR284W,+,chrII,104
YBR285W,+,chrII,464
YBR286W,+,chrII,1107
YBR287W,+,chrII,235
YBR288C,-,chrII,273
YBR289W,+,chrII,242
YBR290W,+,chrII,402
YBR291C,-,chrII,172
YBR292C,-,chrII,109
YBR293W,+,chrII,56
YBR294W,+,chrII,48
YBR295W,+,chrII,99
YBR296C,-,chrII,99
YBR296C-A,-,chrII,7
YBR297W,+,chrII,50
YBR298C,-,chrII,55
YBR298C-A,-,chrII,8
YBR299W,+,chrII,31
YBR301W,+,chrII,20
YBR300C,-,chrII,11
YBR302C,-,chrII,328
YCL076W,+,chrIII,21
YCL075W,+,chrIII,12
YCL074W,+,chrIII,9
YCL073C,-,chrIII,49
YCL069W,+,chrIII,7
YCL068C,-,chrIII,44
YCL067C,-,chrIII,162
YCL066W,+,chrIII,23
YCL065W,+,chrIII,26
YCL064C,-,chrIII,48
YCL063W,+,chrIII,106
YCL061C,-,chrIII,394
YCL059C,-,chrIII,1154
YCL058W-A,+,chrIII,492
YCL058C,-,chrIII,635
YCL057C-A,-,chrIII,551
YCL057W,+,chrIII,185
YCL056C,-,chrIII,56
YCL055W,+,chrIII,111
YCL054W-A,+,chrIII,59
YCL054W,+,chrIII,2205
YCL052C,-,chrIII,76
YCL051W,+,chrIII,121
YCL050C,-,chrIII,657
YCL049C,-,chrIII,45
YCL048W-A,+,chrIII,3795
YCL048W,+,chrIII,17
YCL047C,-,chrIII,82
YCL046W,+,chrIII,2
YCL045C,-,chrIII,368
YCL044C,-,chrIII,55
YCL043C,-,chrIII,345
YCL042W,+,chrIII,100
YCL041C,-,chrIII,17
YCL040W,+,chrIII,67
YCL039W,+,chrIII,112
YCL038C,-,chrIII,26
YCL037C,-,chrIII,664
YCL036W,+,chrIII,59
YCL035C,-,chrIII,328
YCL034W,+,chrIII,74
YCL033C,-,chrIII,39
YCL032W,+,chrIII,90
YCL031C,-,chrIII,694
YCL030C,-,chrIII,245
YCL029C,-,chrIII,143
YCL028W,+,chrIII,46
YCL027W,+,chrIII,50
YCL026C-B,-,chrIII,176
YCL026C-A,-,chrIII,26
YCL025C,-,chrIII,1206
YCL024W,+,chrIII,209
YCL023C,-,chrIII,6
YCL022C,-,chrIII,4
YCL021W-A,+,chrIII,940
YCL020W,+,chrIII,2162
YCL019W,+,chrIII,2151
YCL019W,+,chrIII,11602
YCL018W,+,chrIII,248
YCL017C,-,chrIII,423
YCL016C,-,chrIII,39
YCL014W,+,chrIII,334
YCL012C,-,chrIII,36
YCL012C,-,chrIII,1366
YCL011C,-,chrIII,1847
YCL010C,-,chrIII,255
YCL009C,-,chrIII,362
YCL008C,-,chrIII,71
YCL005W-A,+,chrIII,62
YCL005W-A,+,chrIII,517
YCL005W-A,+,chrIII,533
YCL007C,-,chrIII,31
YCL005W,+,chrIII,260
YCL004W,+,chrIII,72
YCL002C,-,chrIII,102
YCL002C,-,chrIII,0
YCL001W,+,chrIII,431
YCL001W-A,+,chrIII,10
YCL001W-B,+,chrIII,9
YCR001W,+,chrIII,9
YCR002C,-,chrIII,370
YCR003W,+,chrIII,333
YCR004C,-,chrIII,152
YCR005C,-,chrIII,1492
YCR006C,-,chrIII,368
YCR007C,-,chrIII,52
YCR008W,+,chrIII,475
YCR009C,-,chrIII,234
YCR010C,-,chrIII,22
YCR011C,-,chrIII,294
YCR012W,+,chrIII,523
YCR013C,-,chrIII,10
YCR014C,-,chrIII,85
YCR015C,-,chrIII,136
YCR016W,+,chrIII,1167
YCR017C,-,chrIII,193
YCR018C,-,chrIII,65
YCR018C-A,-,chrIII,227
YCR019W,+,chrIII,23
YCR020C,-,chrIII,264
YCR020C-A,-,chrIII,264
YCR020W-B,+,chrIII,247
YCR021C,-,chrIII,102
YCR022C,-,chrIII,21
YCR023C,-,chrIII,110
YCR024C,-,chrIII,98
YCR024C-B,-,chrIII,292
YCR024C-A,-,chrIII,146
YCR025C,-,chrIII,80
YCR026C,-,chrIII,174
YCR027C,-,chrIII,56
YCR028C,-,chrIII,35
YCR028C-A,-,chrIII,453
YCR028C-A,-,chrIII,298
YCR030C,-,chrIII,155
YCR031C,-,chrIII,9185
YCR031C,-,chrIII,39
YCR032W,+,chrIII,205
YCR033W,+,chrIII,792
YCR034W,+,chrIII,576
YCR035C,-,chrIII,420
YCR036W,+,chrIII,145
YCR037C,-,chrIII,168
YCR038W-A,+,chrIII,2
YCR038C,-,chrIII,135
YCR039C,-,chrIII,169
YCR040W,+,chrIII,27
YCR041W,+,chrIII,26
YCR042C,-,chrIII,439
YCR043C,-,chrIII,150
YCR044C,-,chrIII,25
YCR045W-A,+,chrIII,3
YCR045C,-,chrIII,11
YCR046C,-,chrIII,116
YCR047W-A,+,chrIII,54
YCR047C,-,chrIII,159
YCR048W,+,chrIII,24
YCR049C,-,chrIII,30
YCR050C,-,chrIII,10
YCR051W,+,chrIII,120
YCR052W,+,chrIII,208
YCR053W,+,chrIII,1265
YCR054C,-,chrIII,43
YCR057C,-,chrIII,479
YCR059C,-,chrIII,174
YCR060W,+,chrIII,185
YCR061W,+,chrIII,83
YCR063W,+,chrIII,25
YCR064C,-,chrIII,26
YCR065W,+,chrIII,136
YCR066W,+,chrIII,93
YCR067C,-,chrIII,179
YCR068W,+,chrIII,30
YCR069W,+,chrIII,100
YCR071C,-,chrIII,137
YCR072C,-,chrIII,364
YCR073C,-,chrIII,348
YCR073W-A,+,chrIII,77
YCR075C,-,chrIII,42
YCR075W-A,+,chrIII,71
YCR076C,-,chrIII,85
YCR077C,-,chrIII,385
YCR079W,+,chrIII,26
YCR081W,+,chrIII,122
YCR081C-A,-,chrIII,2
YCR082W,+,chrIII,236
YCR083W,+,chrIII,32
YCR084C,-,chrIII,317
YCR085W,+,chrIII,19
YCR086W,+,chrIII,115
YCR087W,+,chrIII,93
YCR087C-A,-,chrIII,500
YCR088W,+,chrIII,291
YCR089W,+,chrIII,66
YCR090C,-,chrIII,191
YCR091W,+,chrIII,59
YCR092C,-,chrIII,70
YCR093W,+,chrIII,597
YCR094W,+,chrIII,103
YCR095C,-,chrIII,207
YCR095W-A,+,chrIII,19
YCR096C,-,chrIII,163
YCR097W,+,chrIII,496
YCR097W,+,chrIII,595
YCR097W,+,chrIII,182
YCR097W-A,+,chrIII,34
YCR098C,-,chrIII,32
YCR099C,-,chrIII,19
YCR100C,-,chrIII,12
YCR101C,-,chrIII,20
YCR102C,-,chrIII,194
YCR102W-A,+,chrIII,12
YCR104W,+,chrIII,9
YCR105W,+,chrIII,17
YCR106W,+,chrIII,146
YCR107W,+,chrIII,68
YCR108C,-,chrIII,11
YDL248W,+,chrIV,173
YDL247W-A,+,chrIV,7
YDL247W,+,chrIV,38
YDL246C,-,chrIV,131
YDL245C,-,chrIV,22
YDL244W,+,chrIV,32
YDL243C,-,chrIV,138
YDL242W,+,chrIV,9
YDL241W,+,chrIV,218
YDL240C-A,-,chrIV,0
YDL240W,+,chrIV,181
YDL239C,-,chrIV,71
YDL238C,-,chrIV,22
YDL237W,+,chrIV,113
YDL236W,+,chrIV,127
YDL235C,-,chrIV,363
YDL234C,-,chrIV,195
YDL233W,+,chrIV,139
YDL232W,+,chrIV,170
YDL231C,-,chrIV,73
YDL230W,+,chrIV,74
YDL229W,+,chrIV,2141
YDL228C,-,chrIV,7
YDL227C,-,chrIV,322
YDL226C,-,chrIV,325
YDL225W,+,chrIV,862
YDL224C,-,chrIV,82
YDL223C,-,chrIV,40
YDL222C,-,chrIV,36
YDL221W,+,chrIV,82
YDL220C,-,chrIV,76
YDL219W,+,chrIV,23
YDL219W,+,chrIV,168
YDL218W,+,chrIV,8
YDL217C,-,chrIV,72
YDL216C,-,chrIV,55
YDL215C,-,chrIV,136
YDL214C,-,chrIV,31
YDL213C,-,chrIV,1885
YDL212W,+,chrIV,867
YDL211C,-,chrIV,38
YDL210W,+,chrIV,12
YDL209C,-,chrIV,59
YDL208W,+,chrIV,2684
YDL207W,+,chrIV,326
YDL206W,+,chrIV,2323
YDL205C,-,chrIV,323
YDL204W,+,chrIV,26
YDL203C,-,chrIV,207
YDL202W,+,chrIV,324
YDL201W,+,chrIV,491
YDL200C,-,chrIV,118
YDL199C,-,chrIV,44
YDL198C,-,chrIV,319
YDL197C,-,chrIV,93
YDL196W,+,chrIV,12
YDL195W,+,chrIV,419
YDL194W,+,chrIV,54
YDL193W,+,chrIV,126
YDL192W,+,chrIV,3668
YDL191W,+,chrIV,69
YDL191W,+,chrIV,7131
YDL190C,-,chrIV,306
YDL189W,+,chrIV,663
YDL188C,-,chrIV,105
YDL186W,+,chrIV,345
YDL187C,-,chrIV,9
YDL185W,+,chrIV,1291
YDL185C-A,-,chrIV,1982
YDL184C,-,chrIV,53769
YDL183C,-,chrIV,27
YDL182W,+,chrIV,690
YDL181W,+,chrIV,381
YDL180W,+,chrIV,144
YDL179W,+,chrIV,152
YDL178W,+,chrIV,240
YDL177C,-,chrIV,43
YDL176W,+,chrIV,75
YDL175C,-,chrIV,109
YDL174C,-,chrIV,867
YDL173W,+,chrIV,374
YDL172C,-,chrIV,34
YDL171C,-,chrIV,1314
YDL170W,+,chrIV,77
YDL169C,-,chrIV,35
YDL168W,+,chrIV,397
YDL167C,-,chrIV,203
YDL166C,-,chrIV,230
YDL165W,+,chrIV,158
YDL163W,+,chrIV,0
YDL164C,-,chrIV,216
YDL161W,+,chrIV,808
YDL162C,-,chrIV,4
YDL160C-A,-,chrIV,113
YDL160C,-,chrIV,115
YDL159W-A,+,chrIV,11
YDL159W,+,chrIV,113
YDL159C-B,-,chrIV,1
YDL158C,-,chrIV,295
YDL157C,-,chrIV,626
YDL156W,+,chrIV,101
YDL155W,+,chrIV,221
YDL154W,+,chrIV,57
YDL152W,+,chrIV,46
YDL153C,-,chrIV,1425
YDL150W,+,chrIV,489
YDL151C,-,chrIV,14
YDL149W,+,chrIV,41
YDL148C,-,chrIV,2315
YDL147W,+,chrIV,1026
YDL146W,+,chrIV,30
YDL145C,-,chrIV,1012
YDL144C,-,chrIV,97
YDL143W,+,chrIV,960
YDL142C,-,chrIV,49
YDL141W,+,chrIV,83
YDL140C,-,chrIV,656
YDL139C,-,chrIV,55
YDL138W,+,chrIV,121
YDL137W,+,chrIV,438
YDL136W,+,chrIV,94
YDL136W,+,chrIV,6165
YDL135C,-,chrIV,310
YDL134C,-,chrIV,266
YDL133C-A,-,chrIV,32378
YDL133W,+,chrIV,95
YDL132W,+,chrIV,278
YDL131W,+,chrIV,837
YDL130W-A,+,chrIV,418
YDL130W,+,chrIV,989
YDL130W,+,chrIV,5163
YDL129W,+,chrIV,44
YDL128W,+,chrIV,254
YDL127W,+,chrIV,69
YDL126C,-,chrIV,1395
YDL125C,-,chrIV,883
YDL125C,-,chrIV,151
YDL124W,+,chrIV,446
YDL123W,+,chrIV,11
YDL122W,+,chrIV,1074
YDL121C,-,chrIV,512
YDL120W,+,chrIV,212
YDL118W,+,chrIV,9
YDL119C,-,chrIV,126
YDL117W,+,chrIV,193
YDL116W,+,chrIV,285
YDL114W-A,+,chrIV,9
YDL115C,-,chrIV,184
YDL115C,-,chrIV,91
YDL114W,+,chrIV,6
YDL113C,-,chrIV,149
YDL112W,+,chrIV,417
YDL111C,-,chrIV,137
YDL110C,-,chrIV,153
YDL109C,-,chrIV,45
